,body,label
2232,Really worth phone..,1
2233,Very bad on this amount don't purchase otherwise you also think what I think now👎👎👎👎👎👎👎👎👎👎👎👎,-1
2234,pl help me mobile is not working properly on off keys are dead and its too slow. pl advice,0
2236,For a person looking out for a phone with an average price rate this one may be an option to consider.,0
2237,Works just fine.,1
2238,"Received phone with faulty SD card slot, after many followup still waiting for the resolution.",1
2239,Best price,1
2240,"Mobile hanging problem occurred after 2-3 days, its very dangerous.No any load, any data storage how is it possible.",0
2241,Best phone in its catagory value for money,1
2242,Good very good,1
2243,Camera quality very bad,-1
2244,Camera quality too low. Screen size too good..,1
2245,good phone for 1st time user,1
2246,Phone is slow,-1
2247,"The media could not be loaded.
                



 Mobile auto changing all fitures and auto blinking display",0
2248,Calls are not audible. Ring sound is also not able to understand..the speaker is also low,0
2249,I swiched from iPhone 6 to Redmi 9 A. So far my experience is good. I like the long battery life.,0
2250,Charger not working. Charger with in warranty period. You are requested to replace charger,0
2251,"Nice but,camera is not good,you can buy another another mobile at this price",1
2256,Great phone in good budget,1
2257,The phone hangs a lot though i havent installed other apps... also call recording facility isnt available,0
2258,Getting struck fastly within use of one hour only,0
2259,"It doesn't have finger print sensor, overall good",1
2260,Nice mobile.... for... this price..,1
2261,Very good product and best battery quality good camera and speed Ram,1
2262,Pretty much worth of the price..... Good one....delivery takes a lot of time....otherwise its ok...if possible make it up....,1
2263,Good phone for price.Decent functions.,1
2264,Best phone under this rate ... according to rate they provide good processor ( 2.00ghz ) with excellent battery life,1
2265,Great mobile in this price ...camera qualoty is good nd batterybackup is awesome...Tnq for the safest delivery...,1
2266,VERY NICE PHONE REDMI 9A VERY BEST BUTTERY BACK UP VERY NICE CAMERA NICE GREEN NETURE COLOUR ECT..,1
2267,Good quality 5000 battery great,1
2268,"Battery : Very Poor, Automtaic Switch offCamera Quality: Very Poor",-1
2269,Good product in budget quality is also good,1
2271,Nice mobile on lowest price,1
2272,After a week phone started hanging,0
2273,"Not Value for money, the reason is , it heats up very fast. You can't speak more than 5 mins .",1
2274,Fine..,1
2275,Very slow phone,-1
2276,Performance is worse. All app hang all the time even unlocking phone take 3-4 seconds.,-1
2277,"Good product in low amount, budget",1
2278,Very slow.user of mi phone for long time.but never had  complain. But this one is v slow,0
2279,"I bought this phone by Rs:7000 in offer,this version is 3 GB RAM and 32 GB ROM, worth for money",1
2280,"Budget lcd display ,low camera,low speed charging",0
2281,nice product but you should order its 3gb ram varient  bcz 2gb ram may be not sufficient,1
2282,Horrible,-1
2283,"Not so much worth, fingerprint reader is little bit slow, camera is ok.",0
2285,"Worth money, its good if you want to gift your parents or looking for an optional phone.",1
2286,Reset my phone,0
2288,"अभी तक के मेड इन इंडिया वाले मोबाईल भेजते थे, अभी चायना के मोबाईल सेल करना चालू कर दी आपने ये सरासर गलत आहे",0
2289,Good mobile working fine and also it get at low price .,1
2290,It's looks very nice... Battery life is OK type.... And camera is not so good,1
2291,Body quality very cheap,1
2292,Good mobile,1
2293,Fingerprint reader not thereSound quality low,0
2294,Bluetooth has a lot of problemsHave calling problemWorst mobile,0
2295,This phone gets slower and slower day by day other things good,1
2296,It's terrific,0
2297,Perfect mobile in this range.Good service delivery boy .Tanksss..,1
2298,"Good product. Value for money under 7.5k. But some additional features are not available like one handed mode, multi windows",0
2299,The camera quality is really bad but can't complaint I got it on sale so,-1
2300,Super phone. Good quality,1
2302,Best Smartphone at this price,1
2304,"Super performance. No doubt, go for it without hesitation.Everything is perfect. Superb quality phone.",1
2305,Dont buy this phone please. Because the camera quality is very poor and if u raise full sound slightly phone get vibration.,0
2306,nice mobile in low budget,1
2307,Good quality nice support,1
2308,"The phone was working for 2 days only, then shut down by itself then after did not on.",0
2309,I'm writing this review after two months of use .....it works well...good camera quality,0
2310,Battery backup is goodCamera quality normalSounds quality is goodPhone looking at good,1
2311,Not as expected..phone has very slow speed .this phone is not for normal use.. please don't but it,0
2312,Nice phone having a good battery life and camera quality.Processor is also good.,1
2313,this is a good in its price range of below 7500 rs.good one.,1
2314,Budget. Phone,0
2316,"Battery backup is very poor, and also while playing pubg its lots of hang, and average camera",-1
2317,Came with a scratch in display .. bad,-1
2318,Software have some bugs.Phone is useful for secondary usage.,0
2319,"Smooth functioning of interface, camera qulality fine enough. Light weighted.",1
2320,Redmi 9A mobile Bad product dont buyIts not openingIm very disappointed,-1
2321,Economic mobile with decent facilities. Mobile is slightly heavy but it's common for mobiles of this segment.,0
2322,"Nice product in this price range, go for it!",1
2323,Very nice phone from xiaomi battery back up is very nice camera quality is decent,1
2324,Camera flash problem1st camera photo click and after flashing activeI m replace mobailBut this same problem.,0
2325,Mobile ok,1
2326,Very good phone in this rate ....bigger screen ..beautiful ..but processor is little slow ..best in this rate,0
2328,👍,0
2329,Wonderful product,1
2330,Product is good and value for money,1
2331,"Some unnecessary apps are there,overall phone is excellent",1
2332,"working good , camera is also good at this price range, look of phone is also good",1
2333,Battery issue.. battery not stable its drain within a day... not satisfy with battery,0
2334,After one month's phone is lagging and some sencer are not working.,0
2335,Touch is not working. It's been just 3 months since I bought phone.,0
2339,Cool,1
2340,"Good product by mi, it has good battery life and also its camera quality under this budget.",1
2341,Good phone for decent price was a gift for Mom n she's really very happy,1
2345,"Good in battery, calling video quality is also good",1
2346,It's a fine product for the price,1
2347,Good and better quality as per price,1
2348,This product is very bad.,-1
2349,No worry go and pick directly... Nice mobile to use and handle...,1
2350,Very good. Well packed and fit the phone well.,1
2353,good  product but too much  heating at  the time while on  charging {cons}value of  money  _{pros},1
2354,"My driver happy to use this mobile, battery camera both are best in this price range",1
2355,Product is good if you just want to use normally for calling and YouTube or Netflix,1
2356,Battery backup do long,0
2357,"The media could not be loaded.
                



 Good no fingerprint battery life.nice",1
2358,"It takes time to recognise finger, battery is draining fast on Google meet, camera photo is not so good",1
2359,"It ok, dose the job(s)",1
2361,Very langging issues Don't waste your money,0
2362,Excellent Product.... Great value for money,1
2363,Don't buy in this phone 📱 after 10 days the mobile display is showing a dark bule line in the center of the display......,0
2364,"Excellent mobile under below 8000. After using a month, it's working decently. Good battery backup.",1
